linkID,venue1,venue2
5094,collection0061,collection1995
5095,collection0061,collection1202
5096,collection0055,collection1383
5097,collection0141,collection1483
5098,collection0815,collection0970
5099,collection0129,collection0254
5100,collection1129,collection1995
5101,collection0045,collection0424
5102,collection0034,collection0651
5103,collection0085,collection2047
5104,collection0076,collection0756
5105,collection0190,collection1113
5106,collection0034,collection0113
5107,collection1036,collection2043
5108,collection0647,collection0734
5109,collection1067,collection1641
5110,collection0004,collection0127
5111,collection0004,collection1500
5112,collection0466,collection0487
5113,collection0400,collection0922
5114,collection0183,collection0595
5115,collection0003,collection0749
5116,collection0183,collection0415
5117,collection0485,collection0638
5118,collection0126,collection0238
5119,collection0151,collection0760
5120,collection0402,collection0746
5121,collection0032,collection1605
5122,collection0325,collection0674
5123,collection0371,collection1489
5124,collection1072,collection1866
5125,collection1026,collection2008
5126,collection0014,collection1250
5127,collection0407,collection0647
5128,collection0204,collection0375
5129,collection0038,collection1002
5130,collection0094,collection0315
5131,collection0189,collection0190
5132,collection0041,collection0315
5133,collection0058,collection0170
5134,collection0566,collection2160
5135,collection0167,collection0284
5136,collection1033,collection1092
5137,collection0188,collection0206
5138,collection0179,collection1280
5139,collection0034,collection0407
5140,collection0082,collection1454
5141,collection0537,collection1167
5142,collection0068,collection1372
5143,collection0970,collection2304
5144,collection0041,collection1489
5145,collection0677,collection1838
5146,collection0006,collection0293
5147,collection0325,collection1130
5148,collection1768,collection1846
5149,collection0015,collection0427
5150,collection0089,collection0746
5151,collection0073,collection0877
5152,collection0295,collection1995
5153,collection1500,collection1989
5154,collection0059,collection1198
5155,collection0017,collection0246
5156,collection0276,collection1768
5157,collection0830,collection1378
5158,collection0500,collection1002
5159,collection0311,collection0858
5160,collection0119,collection0525
5161,collection0039,collection0244
5162,collection0013,collection0088
5163,collection0155,collection2047
5164,collection0258,collection1671
5165,collection0653,collection0703
5166,collection0187,collection1033
5167,collection0859,collection1207
5168,collection0031,collection0111
5169,collection0190,collection0365
5170,collection0364,collection0537
5171,collection0647,collection1061
5172,collection0093,collection0424
5173,collection0059,collection0084
5174,collection0122,collection0428
5175,collection1804,collection2135
5176,collection0187,collection1537
5177,collection0029,collection0068
5178,collection0029,collection0651
5179,collection0037,collection0341
5180,collection1146,collection1990
5181,collection0014,collection0877
5182,collection0395,collection0947
5183,collection0295,collection0725
5184,collection0402,collection1301
5185,collection0159,collection0176
5186,collection0068,collection0455
5187,collection0773,collection1441
5188,collection0400,collection1626
5189,collection0002,collection0437
5190,collection0107,collection0674
5191,collection0006,collection0703
5192,collection0677,collection0896
5193,collection0127,collection0537
5194,collection0269,collection0660
5195,collection1008,collection2304
5196,collection0061,collection0187
5197,collection0677,collection1804
5198,collection0428,collection0651
5199,collection0595,collection1382
5200,collection0011,collection0484
5201,collection0254,collection0608
5202,collection0686,collection2304
5203,collection0311,collection0713
5204,collection1013,collection1626
5205,collection0024,collection1585
5206,collection0251,collection0276
5207,collection0151,collection0727
5208,collection0896,collection1697
5209,collection0272,collection0870
5210,collection0420,collection0701
5211,collection0282,collection1373
5212,collection0710,collection1198
5213,collection0127,collection0488
5214,collection0245,collection0595
5215,collection0596,collection0841
5216,collection0085,collection2012
5217,collection0242,collection0342
5218,collection1746,collection1768
5219,collection0038,collection0068
5220,collection0190,collection0437
5221,collection0969,collection1208
5222,collection0166,collection0242
5223,collection0037,collection1441
5224,collection0043,collection0746
5225,collection0085,collection0734
5226,collection0818,collection1158
5227,collection0610,collection0837
5228,collection0325,collection0547
5229,collection0116,collection1072
5230,collection0190,collection1595
5231,collection0162,collection1198
5232,collection0298,collection1008
5233,collection0179,collection2012
5234,collection0183,collection1092
5235,collection1130,collection1348
5236,collection0034,collection0068
5237,collection0739,collection0896
5238,collection0021,collection1002
5239,collection0647,collection0746
5240,collection0174,collection0861
5241,collection0162,collection1043
5242,collection0017,collection0095
5243,collection0052,collection0855
5244,collection0877,collection1383
5245,collection0269,collection1146
5246,collection0019,collection0325
5247,collection0242,collection0748
5248,collection0116,collection1067
5249,collection0371,collection1167
5250,collection0209,collection1805
5251,collection0400,collection1273
5252,collection0248,collection0514
5253,collection0556,collection1487
5254,collection0062,collection0703
5255,collection0475,collection1605
5256,collection0562,collection1263
5257,collection0701,collection1605
5258,collection0077,collection0127
5259,collection0011,collection0141
5260,collection0058,collection0287
5261,collection0056,collection0475
5262,collection0605,collection0912
5263,collection0282,collection0581
5264,collection0179,collection0238
5265,collection1229,collection1378
5266,collection0284,collection1441
5267,collection0414,collection0841
5268,collection0133,collection1989
5269,collection0016,collection1158
5270,collection0818,collection2047
5271,collection0174,collection0428
5272,collection0238,collection0725
5273,collection0014,collection0020
5274,collection0055,collection0220
5275,collection0521,collection1092
5276,collection0533,collection0856
5277,collection0068,collection0315
5278,collection0001,collection2154
5279,collection0029,collection0533
5280,collection1025,collection1804
5281,collection0861,collection2135
5282,collection0002,collection2160
5283,collection0024,collection1768
5284,collection0105,collection1207
5285,collection0746,collection1020
5286,collection0151,collection0818
5287,collection0021,collection0062
5288,collection0773,collection1746
5289,collection0151,collection1376
5290,collection0674,collection1641
5291,collection0073,collection0170
5292,collection0298,collection0411
5293,collection1158,collection1373
5294,collection0062,collection0185
5295,collection0238,collection1489
5296,collection1378,collection2013
5297,collection0031,collection0703
5298,collection0896,collection1746
5299,collection0032,collection0183
5300,collection0287,collection2135
5301,collection0861,collection1202
5302,collection1146,collection1438
5303,collection0371,collection1641
5304,collection0633,collection1995
5305,collection0002,collection0886
5306,collection0351,collection1002
5307,collection0006,collection0032
5308,collection0858,collection1146
5309,collection0068,collection0155
5310,collection0870,collection1804
5311,collection0089,collection1146
5312,collection0336,collection0371
5313,collection0017,collection0823
5314,collection0746,collection1618
5315,collection0089,collection0395
5316,collection0280,collection0855
5317,collection0004,collection0048
5318,collection0130,collection1067
5319,collection0110,collection0190
5320,collection0402,collection1805
5321,collection0525,collection1075
5322,collection0085,collection0677
5323,collection0162,collection1280
5324,collection0363,collection2018
5325,collection0424,collection0885
5326,collection0664,collection2012
5327,collection0010,collection1097
5328,collection1866,collection2040
5329,collection0085,collection0234
5330,collection0935,collection1487
5331,collection0034,collection0566
5332,collection0021,collection0198
5333,collection0105,collection1036
5334,collection0025,collection0282
5335,collection0162,collection0415
5336,collection0209,collection0270
5337,collection0014,collection0287
5338,collection0634,collection1489
5339,collection0111,collection0188
5340,collection0244,collection2135
5341,collection0701,collection1383
5342,collection1210,collection1626
5343,collection0110,collection2012
5344,collection0068,collection0729
5345,collection0176,collection0877
5346,collection0298,collection1146
5347,collection0001,collection0097
5348,collection1043,collection2304
5349,collection0032,collection0451
5350,collection0002,collection1995
5351,collection0032,collection1033
5352,collection0079,collection0514
5353,collection0024,collection0174
5354,collection0185,collection0450
5355,collection0238,collection0502
5356,collection0052,collection0188
5357,collection0187,collection0569
5358,collection0088,collection0791
5359,collection0231,collection1399
5360,collection0043,collection0856
5361,collection0502,collection1250
5362,collection0746,collection0760
5363,collection0032,collection1805
5364,collection0316,collection0970
5365,collection0043,collection2008
5366,collection0315,collection1585
5367,collection0701,collection1029
5368,collection0010,collection0058
5369,collection0415,collection1641
5370,collection0093,collection1153
5371,collection0231,collection1216
5372,collection0001,collection0241
5373,collection0885,collection1061
5374,collection0590,collection2279
5375,collection0367,collection0466
5376,collection0462,collection1033
5377,collection0071,collection0331
5378,collection0284,collection1192
5379,collection0905,collection1995
5380,collection0088,collection0214
5381,collection0041,collection1746
5382,collection0133,collection0859
5383,collection0166,collection0331
5384,collection0076,collection1092
5385,collection0013,collection1121
5386,collection0064,collection1192
5387,collection0179,collection0428
5388,collection0298,collection0621
5389,collection0011,collection0062
5390,collection0024,collection0608
5391,collection0660,collection1043
5392,collection0364,collection0608
5393,collection0331,collection1995
5394,collection0895,collection1804
5395,collection0097,collection0244
5396,collection0025,collection0287
5397,collection0258,collection0407
5398,collection0746,collection0750
5399,collection0856,collection1623
5400,collection0041,collection1627
5401,collection0214,collection0746
5402,collection0020,collection0500
5403,collection0029,collection1626
5404,collection0006,collection0674
5405,collection1184,collection1441
5406,collection0268,collection0464
5407,collection0287,collection0556
5408,collection0285,collection0395
5409,collection0488,collection0746
5410,collection0548,collection1185
5411,collection0005,collection0841
5412,collection0950,collection1585
5413,collection0674,collection1158
5414,collection0071,collection1184
5415,collection0756,collection0896
5416,collection0055,collection1033
5417,collection0038,collection0124
5418,collection0040,collection0130
5419,collection0007,collection0710
5420,collection0045,collection0214
5421,collection0244,collection1216
5422,collection0566,collection1631
5423,collection1110,collection1184
5424,collection0400,collection0945
5425,collection0006,collection0533
5426,collection0017,collection0936
5427,collection0040,collection1067
5428,collection0005,collection0043
5429,collection0400,collection0437
5430,collection0100,collection0734
5431,collection0167,collection0187
5432,collection0791,collection2047
5433,collection0022,collection2012
5434,collection0017,collection0087
5435,collection0129,collection0414
5436,collection1072,collection1382
5437,collection0254,collection1382
5438,collection0148,collection0325
5439,collection0254,collection1866
5440,collection0105,collection0130
5441,collection0531,collection0749
5442,collection0256,collection0566
5443,collection0003,collection0581
5444,collection0082,collection2304
5445,collection0028,collection0701
5446,collection0014,collection0466
5447,collection0188,collection0896
5448,collection1097,collection1483
5449,collection0375,collection1146
5450,collection1192,collection1348
5451,collection0166,collection0256
5452,collection0022,collection0360
5453,collection0002,collection1866
5454,collection0969,collection2040
5455,collection0104,collection1995
5456,collection0293,collection1768
5457,collection0244,collection0595
5458,collection0569,collection0677
5459,collection0054,collection0488
5460,collection0010,collection0531
5461,collection0064,collection0219
5462,collection0245,collection1378
5463,collection0113,collection1130
5464,collection0130,collection0748
5465,collection1036,collection1790
5466,collection0525,collection1630
5467,collection0148,collection0556
5468,collection0256,collection0375
5469,collection0548,collection0647
5470,collection0111,collection0858
5471,collection0527,collection0713
5472,collection0581,collection1280
5473,collection0007,collection0721
5474,collection0183,collection0566
5475,collection0402,collection0696
5476,collection1132,collection2008
5477,collection0038,collection0088
5478,collection0003,collection1167
5479,collection0420,collection0739
5480,collection0038,collection0044
5481,collection0058,collection0133
5482,collection0315,collection1378
5483,collection0085,collection0293
5484,collection0841,collection1198
5485,collection0455,collection2012
5486,collection0363,collection0438
5487,collection1043,collection2212
5488,collection0569,collection1641
5489,collection0155,collection1866
5490,collection0141,collection0765
5491,collection0061,collection1630
5492,collection0141,collection0331
5493,collection0133,collection1995
5494,collection0280,collection0569
5495,collection0818,collection1489
5496,collection0006,collection0502
5497,collection1280,collection2018
5498,collection0860,collection1626
5499,collection0014,collection0181
5500,collection0010,collection1640
5501,collection0189,collection1489
5502,collection0021,collection0151
5503,collection0280,collection1584
5504,collection0234,collection0701
5505,collection0107,collection0984
5506,collection0328,collection0748
5507,collection1043,collection1631
5508,collection0166,collection1618
5509,collection0015,collection1092
5510,collection0151,collection1585
5511,collection0282,collection0935
5512,collection0021,collection0052
5513,collection1483,collection1585
5514,collection0116,collection0162
5515,collection0085,collection0108
5516,collection0701,collection1746
5517,collection0767,collection0837
5518,collection0104,collection0162
5519,collection0017,collection0872
5520,collection0001,collection1092
5521,collection0282,collection0455
5522,collection0608,collection1454
5523,collection0126,collection1132
5524,collection0047,collection1263
5525,collection0032,collection0158
5526,collection0818,collection1671
5527,collection0244,collection1630
5528,collection0970,collection0984
5529,collection0111,collection0939
5530,collection0001,collection0059
5531,collection0038,collection0054
5532,collection0148,collection1805
5533,collection0475,collection0537
5534,collection0238,collection0756
5535,collection0017,collection0789
5536,collection0729,collection1132
5537,collection0669,collection2304
5538,collection0064,collection1194
5539,collection0331,collection1113
5540,collection0162,collection0400
5541,collection0055,collection0789
5542,collection0008,collection0500
5543,collection0044,collection2047
5544,collection0116,collection0325
5545,collection0002,collection1175
5546,collection0002,collection1207
5547,collection0365,collection0877
5548,collection0039,collection0058
5549,collection0151,collection0365
5550,collection0001,collection0525
5551,collection0002,collection0919
5552,collection0077,collection0701
5553,collection0052,collection0525
5554,collection0245,collection1036
5555,collection0127,collection0258
5556,collection0162,collection1192
5557,collection0061,collection0407
5558,collection0268,collection1780
5559,collection0104,collection0363
5560,collection0701,collection1438
5561,collection0019,collection0370
5562,collection0020,collection0129
5563,collection0950,collection1309
5564,collection0039,collection0749
5565,collection0034,collection2135
5566,collection0068,collection1121
5567,collection0970,collection1678
5568,collection0005,collection0638
5569,collection0043,collection2154
5570,collection0245,collection2012
5571,collection0043,collection1441
5572,collection1330,collection1780
5573,collection0502,collection1382
5574,collection0111,collection0746
5575,collection0935,collection1383
5576,collection0048,collection0179
5577,collection0272,collection0354
5578,collection0038,collection1585
5579,collection0760,collection0764
5580,collection0014,collection0331
5581,collection0109,collection1146
5582,collection0905,collection1280
5583,collection0363,collection0608
5584,collection0166,collection0779
5585,collection0013,collection1814
5586,collection0301,collection1846
5587,collection0104,collection0450
5588,collection0003,collection0295
5589,collection0038,collection1152
5590,collection0017,collection1243
5591,collection0109,collection0537
5592,collection0246,collection1036
5593,collection0258,collection0701
5594,collection0061,collection0504
5595,collection0216,collection2018
5596,collection0566,collection1210
5597,collection0155,collection0500
5598,collection0016,collection0021
5599,collection0375,collection0484
5600,collection0046,collection1216
5601,collection0272,collection0746
5602,collection0155,collection0238
5603,collection0181,collection0206
5604,collection1097,collection1441
5605,collection0660,collection2135
5606,collection0124,collection0450
5607,collection0246,collection1382
5608,collection0029,collection0581
5609,collection0861,collection0928
5610,collection0272,collection0316
5611,collection0054,collection0581
5612,collection0014,collection0209
5613,collection0280,collection0428
5614,collection0725,collection0760
5615,collection0151,collection0360
5616,collection0084,collection0841
5617,collection0351,collection0779
5618,collection0610,collection0773
5619,collection0100,collection0746
5620,collection0415,collection0789
5621,collection1399,collection1640
5622,collection0634,collection0677
5623,collection0295,collection1805
5624,collection0251,collection0485
5625,collection0183,collection1210
5626,collection0089,collection1121
5627,collection0647,collection1697
5628,collection0015,collection1989
5629,collection2012,collection2215
5630,collection0166,collection0417
5631,collection0214,collection1280
5632,collection0701,collection0861
5633,collection0005,collection1216
5634,collection0037,collection0653
5635,collection0020,collection1250
5636,collection0019,collection0162
5637,collection0364,collection0464
5638,collection0613,collection0877
5639,collection0364,collection0701
5640,collection1804,collection1866
5641,collection0206,collection1121
5642,collection0040,collection0216
5643,collection0647,collection0980
5644,collection1179,collection2012
5645,collection0608,collection0701
5646,collection0935,collection1002
5647,collection0017,collection0450
5648,collection0354,collection0525
5649,collection0995,collection1280
5650,collection0939,collection1146
5651,collection0159,collection0375
5652,collection0071,collection0877
5653,collection0427,collection0855
5654,collection0015,collection0216
5655,collection0097,collection1441
5656,collection0162,collection0727
5657,collection0870,collection1626
5658,collection0155,collection0940
5659,collection0404,collection1216
5660,collection0765,collection0936
5661,collection0254,collection0725
5662,collection0634,collection1207
5663,collection0018,collection1626
5664,collection0404,collection2012
5665,collection0301,collection1033
5666,collection0581,collection1067
5667,collection0187,collection0779
5668,collection0019,collection0124
5669,collection0011,collection0647
5670,collection0315,collection0950
5671,collection0357,collection0605
5672,collection1208,collection2023
5673,collection0258,collection0725
5674,collection0017,collection1623
5675,collection1002,collection1641
5676,collection0039,collection0703
5677,collection0278,collection1185
5678,collection0006,collection0231
5679,collection0025,collection0837
5680,collection0003,collection0107
5681,collection0569,collection1640
5682,collection0014,collection1208
5683,collection0581,collection0582
5684,collection0537,collection1537
5685,collection0055,collection1382
5686,collection0052,collection0725
5687,collection0351,collection1043
5688,collection0068,collection0922
5689,collection0017,collection0127
5690,collection0151,collection0404
5691,collection0514,collection0870
5692,collection0469,collection0764
5693,collection0595,collection0710
5694,collection0776,collection1383
5695,collection0521,collection1671
5696,collection0328,collection1132
5697,collection1160,collection1378
5698,collection0007,collection0071
5699,collection0608,collection1595
5700,collection0459,collection1807
5701,collection0407,collection0459
5702,collection0298,collection1280
5703,collection0312,collection0375
5704,collection0003,collection1158
5705,collection0174,collection0727
5706,collection0155,collection1067
5707,collection0016,collection2018
5708,collection0043,collection0855
5709,collection0158,collection0647
5710,collection0097,collection2018
5711,collection0525,collection1627
5712,collection1130,collection2008
5713,collection0645,collection1454
5714,collection0670,collection0677
5715,collection0008,collection0097
5716,collection0058,collection1989
5717,collection0404,collection2008
5718,collection0198,collection1130
5719,collection0502,collection2135
5720,collection0011,collection0660
5721,collection0017,collection0400
5722,collection0028,collection1537
5723,collection1348,collection1995
5724,collection0002,collection0219
5725,collection0818,collection1307
5726,collection0479,collection1043
5727,collection0056,collection0466
5728,collection0079,collection0127
5729,collection0935,collection1146
5730,collection0287,collection0729
5731,collection0399,collection0608
5732,collection0044,collection0415
5733,collection0578,collection1780
5734,collection0007,collection1130
5735,collection0104,collection0129
5736,collection0100,collection0815
5737,collection0488,collection0855
5738,collection0047,collection1768
5739,collection0130,collection0905
5740,collection0089,collection0280
5741,collection0043,collection2125
5742,collection1383,collection1641
5743,collection0415,collection0855
5744,collection1184,collection1780
5745,collection1036,collection1301
5746,collection0016,collection0209
5747,collection0851,collection1537
5748,collection0256,collection0773
5749,collection0269,collection1348
5750,collection0085,collection0938
5751,collection0360,collection0713
5752,collection0061,collection1487
5753,collection0006,collection0170
5754,collection0280,collection0417
5755,collection0537,collection0653
5756,collection1487,collection2008
5757,collection0058,collection0280
5758,collection0861,collection1399
5759,collection1412,collection1500
5760,collection0653,collection2023
5761,collection0234,collection0325
5762,collection0179,collection0858
5763,collection0935,collection1092
5764,collection0613,collection1207
5765,collection0295,collection1043
5766,collection0244,collection0613
5767,collection0100,collection0170
5768,collection0331,collection0420
5769,collection0111,collection0129
5770,collection0159,collection1671
5771,collection0566,collection0590
5772,collection0104,collection0198
5773,collection0004,collection1002
5774,collection0484,collection1192
5775,collection0858,collection2023
5776,collection0874,collection0922
5777,collection0450,collection1382
5778,collection0231,collection0647
5779,collection0039,collection0746
5780,collection0010,collection0521
5781,collection0414,collection0483
5782,collection0375,collection0773
5783,collection0013,collection0116
5784,collection0002,collection0870
5785,collection0024,collection0047
5786,collection0013,collection0055
5787,collection0242,collection1640
5788,collection0183,collection0660
5789,collection0006,collection1374
5790,collection0483,collection2304
5791,collection0008,collection0984
5792,collection0047,collection0764
5793,collection0278,collection0779
5794,collection0002,collection0427
5795,collection0019,collection0727
5796,collection0014,collection0111
5797,collection0181,collection0336
5798,collection0815,collection1043
5799,collection0280,collection1002
5800,collection0113,collection0162
5801,collection0039,collection0043
5802,collection0133,collection0407
5803,collection0938,collection1441
5804,collection0158,collection0858
5805,collection0192,collection0794
5806,collection0270,collection1640
5807,collection0002,collection0885
5808,collection0270,collection2012
5809,collection0008,collection1301
5810,collection0298,collection1110
5811,collection0111,collection0234
5812,collection0254,collection1500
5813,collection0003,collection0856
5814,collection0360,collection1216
5815,collection0020,collection1167
5816,collection0155,collection0298
5817,collection0483,collection1678
5818,collection0206,collection0976
5819,collection0052,collection1678
5820,collection0055,collection1768
5821,collection0020,collection0090
5822,collection0969,collection1072
5823,collection0231,collection0815
5824,collection0013,collection0039
5825,collection0133,collection0521
5826,collection0242,collection1002
5827,collection0360,collection1441
5828,collection0502,collection0521
5829,collection0613,collection1130
5830,collection0097,collection0107
5831,collection0334,collection0360
5832,collection0019,collection1167
5833,collection0502,collection0726
5834,collection0039,collection1989
5835,collection0713,collection0779
5836,collection0093,collection1097
5837,collection0488,collection0525
5838,collection0017,collection0725
5839,collection0287,collection0547
5840,collection0085,collection1807
5841,collection0008,collection0483
5842,collection0029,collection0375
5843,collection0110,collection1185
5844,collection0746,collection1382
5845,collection0021,collection0858
5846,collection0013,collection0162
5847,collection0312,collection1441
5848,collection0005,collection0581
5849,collection1208,collection1807
5850,collection0017,collection1829
5851,collection0351,collection0542
5852,collection0044,collection0696
5853,collection0765,collection0995
5854,collection0895,collection1378
5855,collection0454,collection0886
5856,collection0984,collection1378
5857,collection0002,collection1989
5858,collection1185,collection1382
5859,collection0058,collection1382
5860,collection0129,collection0969
5861,collection0242,collection1092
5862,collection0432,collection1033
5863,collection0002,collection1627
5864,collection0270,collection0748
5865,collection0818,collection0970
5866,collection0969,collection1626
5867,collection0001,collection0929
5868,collection0190,collection1585
5869,collection0256,collection0284
5870,collection0542,collection1043
5871,collection0179,collection1043
5872,collection0073,collection1995
5873,collection0669,collection1061
5874,collection0167,collection2304
5875,collection0256,collection0481
5876,collection1768,collection2279
5877,collection0111,collection0325
5878,collection0024,collection0315
5879,collection0256,collection0938
5880,collection0126,collection0231
5881,collection0316,collection0414
5882,collection0043,collection0670
5883,collection0002,collection0965
5884,collection1061,collection1454
5885,collection0130,collection2135
5886,collection0058,collection0124
5887,collection0402,collection1399
5888,collection0420,collection1362
5889,collection0214,collection0427
5890,collection0424,collection1216
5891,collection0068,collection0113
5892,collection0479,collection0647
5893,collection1846,collection1995
5894,collection0256,collection0280
5895,collection0021,collection0022
5896,collection0315,collection1354
5897,collection0170,collection1441
5898,collection0028,collection0043
5899,collection0034,collection0058
5900,collection0005,collection1089
5901,collection0061,collection0244
5902,collection0531,collection2135
5903,collection0001,collection1630
5904,collection0167,collection0192
5905,collection0118,collection0877
5906,collection0502,collection0696
5907,collection0876,collection1043
5908,collection0634,collection1641
5909,collection0030,collection0085
5910,collection0109,collection1489
5911,collection0270,collection0402
5912,collection0303,collection2012
5913,collection0013,collection0547
5914,collection0014,collection0841
5915,collection0008,collection0282
5916,collection0055,collection0167
5917,collection0298,collection1078
5918,collection1348,collection1605
5919,collection0858,collection0861
5920,collection0269,collection1697
5921,collection0198,collection1348
5922,collection0912,collection1185
5923,collection0442,collection1043
5924,collection0746,collection1129
5925,collection0037,collection0148
5926,collection0220,collection0414
5927,collection0298,collection0636
5928,collection0830,collection2012
5929,collection0141,collection0346
5930,collection0109,collection0749
5931,collection0129,collection2304
5932,collection0029,collection0259
5933,collection0569,collection1132
5934,collection0054,collection0428
5935,collection0061,collection1198
5936,collection0007,collection0509
5937,collection0048,collection1216
5938,collection0701,collection2304
5939,collection0287,collection0984
5940,collection0010,collection1194
5941,collection0109,collection1067
5942,collection0256,collection0278
5943,collection0004,collection0566
5944,collection0424,collection0950
5945,collection0004,collection2012
5946,collection0044,collection0789
5947,collection0038,collection0407
5948,collection1373,collection2008
5949,collection0094,collection0548
5950,collection0258,collection0791
5951,collection0462,collection1846
5952,collection0270,collection0703
5953,collection0727,collection0861
5954,collection1804,collection2304
5955,collection0242,collection0582
5956,collection0189,collection0514
5957,collection0097,collection0301
5958,collection0710,collection0831
5959,collection0061,collection0162
5960,collection0062,collection0130
5961,collection0148,collection0341
5962,collection0502,collection0791
5963,collection0142,collection1382
5964,collection1790,collection2012
5965,collection0280,collection1260
5966,collection0677,collection1146
5967,collection0005,collection0148
5968,collection0001,collection0837
5969,collection0052,collection0170
5970,collection0316,collection0415
5971,collection0791,collection1768
5972,collection0214,collection0525
5973,collection0017,collection1198
5974,collection0254,collection0696
5975,collection1280,collection1640
5976,collection0019,collection1208
5977,collection0077,collection0734
5978,collection0764,collection1121
5979,collection0181,collection1537
5980,collection0272,collection0905
5981,collection0244,collection0984
5982,collection0206,collection0487
5983,collection0013,collection1043
5984,collection0133,collection0214
5985,collection0415,collection0779
5986,collection0231,collection0242
5987,collection0256,collection0475
5988,collection0058,collection0155
5989,collection0295,collection0414
5990,collection0044,collection0245
5991,collection1768,collection2012
5992,collection0048,collection1489
5993,collection0298,collection0351
5994,collection0021,collection1618
5995,collection0089,collection0110
5996,collection0206,collection1814
5997,collection0727,collection1210
5998,collection0068,collection0278
5999,collection0073,collection1026
6000,collection0032,collection0360
6001,collection0001,collection0269
6002,collection0029,collection0162
6003,collection0696,collection0746
6004,collection0282,collection0859
6005,collection1167,collection1489
6006,collection0797,collection2012
6007,collection0488,collection1374
6008,collection0298,collection0765
6009,collection1072,collection1989
6010,collection0097,collection0969
6011,collection0268,collection0837
6012,collection0013,collection1089
6013,collection0084,collection0276
6014,collection0022,collection0100
6015,collection0010,collection0231
6016,collection0095,collection0861
6017,collection0325,collection0877
6018,collection0085,collection0455
6019,collection0002,collection0509
6020,collection0048,collection1989
6021,collection0298,collection0713
6022,collection0331,collection1585
6023,collection0058,collection0488
6024,collection0054,collection0246
6025,collection0581,collection1489
6026,collection1130,collection1399
6027,collection0055,collection1130
6028,collection0749,collection2008
6029,collection0089,collection0206
6030,collection0126,collection0282
6031,collection0581,collection0653
6032,collection0484,collection1362
6033,collection0014,collection0234
6034,collection0032,collection0214
6035,collection0048,collection0481
6036,collection0017,collection0351
6037,collection0525,collection1061
6038,collection0008,collection0063
6039,collection0001,collection0729
6040,collection0701,collection1208
6041,collection0344,collection1441
6042,collection0791,collection0831
6043,collection0018,collection2012
6044,collection0170,collection0856
6045,collection0285,collection1362
6046,collection0280,collection0287
6047,collection0484,collection0645
6048,collection0466,collection0502
6049,collection0020,collection1378
6050,collection0316,collection0514
6051,collection1207,collection2023
6052,collection0280,collection1595
6053,collection0076,collection2135
6054,collection0525,collection0870
6055,collection0316,collection0674
6056,collection0007,collection0064
6057,collection0858,collection0931
6058,collection0856,collection1631
6059,collection0073,collection1207
6060,collection0315,collection0420
6061,collection0566,collection1158
6062,collection0187,collection1043
6063,collection0002,collection1330
6064,collection0047,collection0746
6065,collection0041,collection0970
6066,collection0174,collection1309
6067,collection0293,collection2304
6068,collection0351,collection2304
6069,collection0129,collection0295
6070,collection0192,collection1768
6071,collection0064,collection1184
6072,collection1184,collection1595
6073,collection0058,collection0375
6074,collection0234,collection1805
6075,collection0371,collection1348
6076,collection0118,collection0653
6077,collection0093,collection1585
6078,collection0030,collection0187
6079,collection0107,collection1989
6080,collection1207,collection2160
6081,collection0739,collection1378
6082,collection0521,collection1678
6083,collection0148,collection0294
6084,collection0103,collection0647
6085,collection0041,collection1036
6086,collection0017,collection1374
6087,collection0190,collection1441
6088,collection0019,collection0424
6089,collection0116,collection0677
6090,collection0301,collection0428
6091,collection1208,collection1805
6092,collection0030,collection0183
6093,collection0748,collection1372
6094,collection0500,collection1989
6095,collection1273,collection1768
6096,collection0375,collection0938
6097,collection0861,collection1061
6098,collection0064,collection0298
6099,collection0013,collection0874
6100,collection0038,collection0651
6101,collection0500,collection2012
6102,collection0029,collection0877
6103,collection0581,collection0647
6104,collection0537,collection0725
6105,collection0950,collection2012
6106,collection1036,collection1378
6107,collection0076,collection0703
6108,collection0159,collection0244
6109,collection0151,collection0215
6110,collection0874,collection1697
6111,collection0076,collection0280
6112,collection0015,collection0038
6113,collection1378,collection2223
6114,collection0896,collection0969
6115,collection0278,collection1640
6116,collection0052,collection0502
6117,collection0001,collection1208
6118,collection0105,collection0556
6119,collection0420,collection0748
6120,collection0001,collection0130
6121,collection0058,collection1804
6122,collection0317,collection1036
6123,collection0595,collection1489
6124,collection0017,collection0115
6125,collection0721,collection1780
6126,collection0079,collection0204
6127,collection0569,collection0727
6128,collection0432,collection1804
6129,collection0566,collection1412
6130,collection0254,collection1383
6131,collection0054,collection0087
6132,collection0029,collection0566
6133,collection0038,collection0284
6134,collection0052,collection0269
6135,collection0841,collection0877
6136,collection0334,collection2018
6137,collection0371,collection0647
6138,collection0076,collection0502
6139,collection1160,collection2135
6140,collection0122,collection1216
6141,collection0129,collection0179
6142,collection0129,collection1158
6143,collection0001,collection1307
6144,collection0872,collection0995
6145,collection0015,collection0220
6146,collection0896,collection1092
6147,collection0113,collection0725
6148,collection0084,collection0303
6149,collection0206,collection1309
6150,collection0585,collection0874
6151,collection0045,collection1678
6152,collection0970,collection1412
6153,collection0791,collection1487
6154,collection0293,collection1092
6155,collection0244,collection0969
6156,collection0061,collection0278
6157,collection0089,collection0701
6158,collection0859,collection1805
6159,collection0438,collection1537
6160,collection1768,collection1804
6161,collection0254,collection0748
6162,collection0016,collection0547
6163,collection0940,collection1013
6164,collection0008,collection0062
6165,collection0400,collection1454
6166,collection1618,collection1631
6167,collection1280,collection2008
6168,collection0634,collection1790
6169,collection0450,collection0582
